Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID,read_dates,genres
28634,Immortality,Milan Kundera,"Kundera, Milan",,"=""057114456X""","=""9780571144563""",0,4.12,Faber and Faber,Paperback,400,1992,1990,,2015/06/26,to-read,to-read (#9),to-read,,,,0,,,0,,,,,,,"Fiction|521;European Literature,Czech Literature|112;Literature|107;Novels|96;Philosophy|94"
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""0060531045""","=""9780060531041""",5,4.04,Harper,Hardcover,457,2003,1967,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|5680;Literature|1191;Novels|909
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.12,Ember,,208,2006,1993,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Childrens|829;Fiction|735;Classics|603;Science Fiction,Dystopia|527;Young Adult,Teen|485;Academic,Read For School|457"
1852,The Call of the Wild,Jack London,"London, Jack",,"=""0439227143""","=""9780439227148""",4,3.83,Scholastic,Paperback,172,2001,1903,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|5666;Young Adult|690;Animals|681;Historical,Historical Fiction|432"
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""0142437239""","=""9780142437230""",0,3.85,Penguin Classics,Paperback,1023,2003,1605,,2015/06/26,to-read,to-read (#8),to-read,,,,0,,,0,,,,,,,"Classics|6219;Fiction|2974;Literature|752;European Literature,Spanish Literature|433;Adventure|411"
17250,The Crucible,Arthur Miller,"Miller, Arthur",Christopher Bigsby,"=""0142437336""","=""9780142437339""",4,3.55,Penguin Classics,Paperback,143,2003,1953,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|6162;Plays|3815;Fiction|1924;Historical,Historical Fiction|1810;Drama|1354;Academic,School|1131;Academic,Read For School|563"
18266,Gargantua and Pantagruel,François Rabelais,"Rabelais, François",M.A. Screech,"=""0140445501""","=""9780140445503""",3,3.71,Penguin Classics,Paperback,1041,2006,1532,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|377;Fiction|263;Cultural,France|133;European Literature,French Literature|87;Literature|78"
93101,The Arabian Nights,Anonymous,"Anonymous, Anonymous","Richard Francis Burton, A.S. Byatt","=""0812972147""","=""9780812972146""",4,4.06,Modern Library,Paperback,1049,2004,800,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|2172;Fiction|841;Fantasy|681;Short Stories|377
7733,Gulliver's Travels,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",3,3.55,Penguin Classics,Paperback,306,2003,1726,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|6499;Fiction|2668;Fantasy|1653;Adventure|621;Literature|578
19302,Pippi Longstocking,Astrid Lindgren,"Lindgren, Astrid","Lauren Child, Florence Lamborn, Goli Imami / گلی امامی, Nancy Seligsohn","=""0142402494""","=""9780142402498""",4,4.11,Puffin Books,Mass Market Paperback,160,2005,1945,,2015/06/26,,,read,,,,1,,,0,,,,,,,Childrens|1176;Classics|1068;Fiction|756
100915,"The Lion, the Witch, and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0060764899""","=""9780060764890""",3,4.19,HarperCollins Publishers,Paperback,206,2005,1950,,2015/06/26,,,read,,,,1,,,0,,,,,,,Fantasy|19472;Classics|7103;Fiction|5483;Young Adult|3875;Childrens|3078
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618346252""","=""9780618346257""",5,4.34,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2015/06/26,,,read,,,,1,,,0,,,,,,,Fantasy|31935;Classics|8067;Fiction|7275;Adventure|1579;Science Fiction Fantasy|1230
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2015/06/26,to-read,to-read (#7),to-read,,,,0,,,0,,,,,,,"Classics|8651;Fiction|7502;War|1358;Humor|1115;Historical,Historical Fiction|1083"
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Joel Rotenberg, Hans Hausmann, Dirk Muller, Willy Trenk-Trebitsch, Peter Gay, Mario Adorf, Gert Westphal","=""1590171691""","=""9781590171691""",5,4.28,NYRB Classics,Paperback,104,2005,1941,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Fiction|570;European Literature,German Literature|210;Literature|137"
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,3.78,Bantam Classics,Mass Market Paperback,201,1972,1915,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|7748;Fiction|4447;Fantasy|1021;Literature|999;Short Stories|772;Philosophy|720
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,"=""0385333846""","=""9780385333849""",4,4.06,Dial Press Trade Paperback,Paperback,275,1999,1969,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|9404;Fiction|9018;Science Fiction|3945;War|1331
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0061148512""","=""9780061148514""",0,3.98,Harper Perennial,Paperback,244,2006,1963,,2015/06/26,to-read,to-read (#6),to-read,,,,0,,,0,,,,,,,Classics|1540;Fiction|893;Feminism|371;Literary Fiction|311;Contemporary|291
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.88,Penguin,Paperback,331,1995,1955,,2015/06/26,to-read,to-read (#5),to-read,,,,0,,,0,,,,,,,Literature|1160;Fiction|1124;Classics|819;Novels|689
48855,The Diary of a Young Girl,Anne Frank,"Frank, Anne","Eleanor Roosevelt, B.M. Mooyaart-Doubleday","=""0553296981""","=""9780553296983""",4,4.10,Bantam,Mass Market Paperback,283,1993,1947,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Nonfiction|11333;Classics|11214;History|4419;Biography|4322;Autobiography,Memoir|2796"
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446675539""","=""9780446675536""",4,4.28,Grand Central Publishing,Paperback,1037,1999,1936,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|10680;Historical,Historical Fiction|5075;Fiction|4299;Romance|2617;Historical|1262"
18545,Rosencrantz and Guildenstern Are Dead,Tom Stoppard,"Stoppard, Tom",Henry Popkin,"=""0802132758""","=""9780802132758""",0,4.06,Grove Press,Paperback,126,1994,1966,,2015/06/26,to-read,to-read (#4),to-read,,,,0,,,0,,,,,,,"Plays|2175;Drama|812;Fiction|685;Classics|666;Plays,Theatre|262;Humor|197"
752900,Medea,Euripides,"Euripides, Euripides",Rex Warner,"=""0486275485""","=""9780486275482""",4,3.83,Dover Publications,Paperback,47,1993,-431,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|1486;Plays|1265;Drama|430;Fiction|236;Fantasy,Mythology|235;Academic,School|183"
8852,Macbeth,William Shakespeare,"Shakespeare, William",,"=""0743477103""","=""9780743477109""",5,3.88,Simon & Schuster,Mass Market Paperback,223,2003,1606,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Plays|1251;Literature|943;Plays,Theatre|622;Academic,Read For School|621;Young Adult,High School|546;Tragedy|401"
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",4,3.97,Harper Perennial,Paperback,268,1998,1932,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|12212;Fiction|9647;Science Fiction|7232;Science Fiction,Dystopia|4671"
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",4,4.22,Penguin Classics,Paperback,1276,2003,1844,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|13748;Fiction|5085;Historical,Historical Fiction|1757;Adventure|1163"
17470674,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""0007491565""","=""9780007491568""",4,3.97,Harper Voyager,Hardcover,227,2013,1953,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|14903;Fiction|9648;Science Fiction|8406;Science Fiction,Dystopia|4553"
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",5,3.78,Harcourt,Hardcover,194,2002,1925,2015/07/23,2015/06/26,,,read,,,,1,,,0,,,,,,"2015-07-18,2015-07-23",Classics|5288;Fiction|3026;Literature|519;Novels|363
18212,Jacques the Fatalist,Denis Diderot,"Diderot, Denis",,"=""0192838741""","=""9780192838742""",0,3.85,"Oxford University Press, USA",Paperback,304,1999,1796,,2015/06/26,to-read,to-read (#3),to-read,,,,0,,,0,,,,,,,"Fiction|133;Philosophy|114;Cultural,France|108;European Literature,French Literature|57;Literature|41;Literature,18th Century|37;Classics|27;Novels|25;Academic,School|12;Roman|11"
2183,Sentimental Education,Gustave Flaubert,"Flaubert, Gustave","Robert Baldick, Geoffrey Wall","=""0140447970""","=""9780140447972""",3,3.83,Penguin Classics,Paperback,460,2004,1869,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Fiction|326;Cultural,France|107;Literature,19th Century|91;Classics|88"
12505,The Idiot,Fyodor Dostoyevsky,"Dostoyevsky, Fyodor","Alan Myers, Constance Garnett, Joseph Frank, Anna Brailovsky","=""0679642420""","=""9780679642428""",5,4.18,Modern Library,Paperback,667,2003,1868,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|2882;Fiction|1907;Cultural,Russia|977;Literature,Russian Literature|648;Literature|537"
203220,Les Fleurs du Mal,Charles Baudelaire,"Baudelaire, Charles",Richard Howard,"=""0879234628""","=""9780879234621""",5,4.26,David R. Godine Publisher,Paperback,365,1983,1857,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Poetry|2525;European Literature,French Literature|200;Cultural,France|131;Literature,19th Century|108;Literature|97"
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""0375751513""","=""9780375751516""",4,4.06,Random House: Modern Library,Paperback,254,1998,1891,,2015/06/26,,,read,,,,1,,,0,,,,,,,Classics|18758;Fiction|6877;Horror|1966;Fantasy|1576
59716,To the Lighthouse,Virginia Woolf,"Woolf, Virginia",,"=""140679239X""","=""9781406792393""",4,3.76,Harvest Books,Paperback,209,1989,1927,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|3463;Fiction|2421;Literature|479;Novels|291;European Literature,British Literature|264"
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,"=""0451163966""","=""9780451163967""",0,4.18,Berkley,Mass Market Paperback,325,1963,1962,,2015/06/26,to-read,to-read (#2),to-read,,,,0,,,0,,,,,,,Classics|6661;Fiction|5320;Literature|696;Psychology|649
7613,Animal Farm,George Orwell,"Orwell, George",,"=""0452284244""","=""9780452284241""",4,3.87,NAL,Paperback,122,2003,1945,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Fiction|13132;Classics|4172;Science Fiction,Dystopia|2725;Fantasy|2227;Literature|2209;Academic,School|1860"
5470,1984,George Orwell,"Orwell, George",Erich Fromm,"=""0451524934""","=""9780451524935""",5,4.14,New American Library,Mass Market Paperback,328,1950,1949,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|24601;Fiction|15279;Science Fiction|8007;Science Fiction,Dystopia|6547"
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0061120081""","=""9780061120084""",0,4.26,Harper Perennial Modern Classics,Paperback,324,2006,1960,,2015/06/26,to-read,to-read (#1),to-read,,,,0,,,0,,,,,,,"Classics|31068;Historical,Historical Fiction|4817;Academic,School|3032"
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",,"=""0679783261""","=""9780679783268""",4,4.24,Modern Library,Paperback,279,2000,1813,2015/07/30,2015/06/26,,,read,,,,1,,,0,,,,,,"2015-07-30,2015-07-30","Romance|8862;Classics|6619;Historical,Historical Fiction|2862;Literature|2194;Historical|1819;Novels|1065;Romance,Historical Romance|1040;Classics,Classic Literature|997;Adult|931;Literature,19th Century|887"
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""0743273567""","=""9780743273565""",5,3.89,Scribner,Paperback,180,2004,1925,,2015/06/26,,,read,,,,1,,,0,,,,,,,"Classics|33047;Fiction|15534;Literature|2744;Academic,School|2691"
